transcription,medical_specialty,access_level,source,doc_type
"NOTICE TO HOSPITAL STAFF AND VISITORS

As part of our ongoing commitment to promoting a healthy and well lifestyle among our staff, visitors, and patients, we are pleased to announce the launch of our newly expanded gym and wellness facilities.

The upgraded fitness center, located on the second floor of the hospital's east wing, features state-of-the-art equipment and a variety of cardio machines. The space has also been designed to include relaxation areas and meditation rooms, promoting a peaceful and calming environment for those seeking to unwind.

In addition to the gym, our wellness facilities now offer a range of group fitness classes, including yoga, Pilates, and strength training sessions. These classes are open to all hospital staff, visitors, and patients who wish to participate.

We encourage all members of our community to take advantage of these new amenities, with the goal of promoting overall well-being and reducing stress. We believe that a healthy lifestyle is essential for optimal health and productivity, and we are committed to providing a supportive environment that fosters this mindset.

The gym and wellness facilities will be open from 6:00 AM to 8:00 PM, Monday through Friday, and 7:00 AM to 5:00 PM on weekends. We encourage all staff members to take advantage of these amenities during their breaks or after work hours.

For more information about our group fitness classes and wellness programs, please contact the hospital's recreation department at [insert contact information].",Public Administrative,PUBLIC,generated,hospital gym and wellness facilities notice
"NOTICE TO ALL EMPLOYEES AND VISITORS OF [HOSPITAL NAME]

As part of our commitment to promoting employee well-being and overall health, we are pleased to announce the expansion of our hospital gym and wellness facilities. The new additions include:

* A state-of-the-art cardio and strength training area
* A functional fitness studio for group classes and personal training sessions
* A relaxation room with calming amenities
* Access to on-site nutrition counseling services

These enhanced facilities are designed to support our employees' health and wellness goals, while also providing a peaceful retreat for visitors. We encourage all staff members to take advantage of these resources during their breaks or after work hours.

To ensure the safe and efficient use of these facilities, we kindly request that:

* All employees provide a valid ID badge to access the gym and wellness areas
* Visitors must obtain prior approval from hospital administration before using the facilities
* Employees are responsible for respecting quiet time and minimizing noise levels in the relaxation room

We also invite our community partners and visitors to take advantage of these resources during non-peak hours. Please note that priority will be given to hospital employees and their guests.

For more information on gym hours, class schedules, or nutrition counseling services, please visit our employee wellness portal or contact the facilities management team at [insert contact information].

We are excited to introduce these new amenities and look forward to promoting a healthy work environment and community.",Public Administrative,PUBLIC,generated,hospital gym and wellness facilities notice
"NOTICE TO ALL HOSPITAL EMPLOYEES AND VISITORS

As part of our ongoing commitment to promoting employee well-being and providing a healthy work environment, we are pleased to announce the expansion of our hospital gym and wellness facilities. These new amenities have been made available for the use of all hospital employees, including administrators, support staff, and volunteers.

The expanded fitness center will feature state-of-the-art equipment, group fitness classes, and personalized training sessions with certified trainers. Additionally, we are introducing a comprehensive wellness program that includes stress management workshops, mindfulness sessions, and access to on-site nutrition counseling.

All hospital employees are encouraged to take advantage of these new facilities and participate in our wellness initiatives. We recognize the importance of maintaining a healthy work-life balance and providing resources to support your overall well-being.

To ensure a safe and respectful environment for all users, please note the following guidelines:

* Gym hours will be extended to 6:00 AM - 8:00 PM, Monday - Friday
* Group fitness classes will be scheduled during designated times (see schedule posted in the gym)
* Personal training sessions must be booked in advance through our online scheduling system

We are proud to offer these amenities and look forward to supporting your health and wellness goals. For more information on how to use the new facilities or participate in our wellness programs, please contact our Employee Wellness department.

Thank you for your cooperation and commitment to a healthy hospital community.

Sincerely,
[Hospital Administration]",Public Administrative,PUBLIC,generated,hospital gym and wellness facilities notice
"NOTICE TO EMPLOYEES AND PATIENTS OF [HOSPITAL NAME]

As part of our ongoing commitment to promoting the physical and mental well-being of our employees, patients, and visitors, we are pleased to announce the launch of our newly expanded gym and wellness facilities.

The new fitness center, located on the third floor of the hospital's main wing, offers a state-of-the-art workout space equipped with cardio machines, free weights, and strength training equipment. The facility also features a spacious group fitness area, where we will be offering yoga, Pilates, and aerobics classes four days a week.

In addition to the physical fitness options, our wellness facilities will also provide access to a meditation room, a relaxation lounge with soothing music and aromatherapy, and a healthy snack bar serving nutritious meals and beverages.

We encourage all employees and patients to take advantage of these new facilities during their breaks or after work. We also invite visitors to use the facilities while they are on campus for their appointments.

The gym and wellness facilities will be open Monday through Friday from 6:00 AM to 8:00 PM, Saturday and Sunday from 9:00 AM to 5:00 PM. Membership is free for all hospital employees and patients, with access extended to visitors on a limited basis.

We hope that these new facilities will provide a welcoming and supportive environment for everyone in our community to prioritize their health and wellness.

If you have any questions or feedback regarding the gym and wellness facilities, please do not hesitate to contact our department at [Hospital Department Phone Number] or [Hospital Department Email].",Public Administrative,PUBLIC,generated,hospital gym and wellness facilities notice
"NOTICE TO HOSPITAL EMPLOYEES AND VISITORS

The hospital gym and wellness facilities are available for use by all employees, visitors, and their guests. To ensure a safe and healthy environment, the following guidelines and rules must be adhered to:

All users of the gym and wellness facilities are required to sign in at the designated area and provide proof of identity before accessing the facilities.

The hours of operation for the gym and wellness facilities are as follows: Monday to Friday, 6:00 AM to 9:00 PM; Saturday, 8:00 AM to 5:00 PM; Sunday, closed.

Users must wear approved athletic attire and footwear when participating in group fitness classes or using equipment. Personal items, including purses and loose clothing, must be secured at all times.

Food and beverages are not permitted in the gym and wellness facilities, except for water bottles with lids.

The use of electronic devices is strictly prohibited during group fitness classes.

To maintain cleanliness and hygiene, users are required to shower before using any locker room facilities.

Staff members are responsible for monitoring the gym and wellness facilities and reporting any incidents or equipment malfunctions to management immediately.

Violations of these guidelines and rules may result in revocation of access to the facilities. Users who fail to comply with these requirements may also be subject to disciplinary action.

For more information, please contact the fitness department at [insert contact information].",Public Administrative,PUBLIC,generated,hospital gym and wellness facilities notice
"NOTICE OF HOSPITAL GYM AND WELLNESS FACILITIES POLICY

In accordance with hospital policy, the use of our gym and wellness facilities is open to all authorized staff members. The facilities are designed to promote physical activity, stress relief, and overall well-being.

All users of the facilities are expected to adhere to the following guidelines:

- The facilities are available for use during designated hours only (Monday - Friday, 7am - 5pm).
- All staff members must present their hospital ID badges to access the facilities.
- Users are responsible for maintaining a clean and safe environment while using the facilities.
- No food or drink is allowed in the exercise areas, except for water bottles.
- The use of personal electronic devices is permitted in designated break areas only.
- Personal training sessions may be scheduled through our wellness department in advance.

Security measures will be implemented to ensure the safety of all users. These measures include:

- Electronic access controls
- CCTV monitoring
- Regular facility inspections

Users are expected to respect fellow staff members and adhere to all hospital policies and procedures while using the facilities. Failure to comply with these guidelines may result in revocation of privileges.

The hospital reserves the right to modify or revoke this policy at any time, without notice. Staff members are encouraged to report any concerns or suggestions regarding the gym and wellness facilities to our wellness department.

By using our facilities, staff members acknowledge that they have read and understood this policy.",Public Administrative,PUBLIC,generated,hospital gym and wellness facilities notice
"NOTICE TO ALL EMPLOYEES AND PATIENTS OF [HOSPITAL NAME]

As part of our ongoing commitment to providing a comprehensive and supportive environment for staff and patients alike, we are pleased to announce the expansion and enhancement of our hospital gym and wellness facilities.

Effective immediately, the newly renovated fitness center will be available for use by all hospital employees during working hours. This facility will offer a wide range of equipment, group fitness classes, and personal training sessions to promote physical activity and overall well-being.

In addition, we have introduced new wellness programs and services, including meditation and mindfulness classes, yoga therapy sessions, and nutrition counseling. These initiatives aim to foster a culture of health and wellness within our organization and provide opportunities for employees to take control of their own health and fitness goals.

The gym and wellness facilities are open from 6:00 AM to 8:00 PM, Monday through Friday, and 9:00 AM to 5:00 PM on weekends. We encourage all hospital staff to take advantage of these resources and participate in the various programs and services offered.

We are excited about this new development and believe it will have a positive impact on our employees' quality of life and overall job satisfaction. If you have any questions or would like more information about the gym and wellness facilities, please contact the Human Resources department at [insert contact information].

Thank you for your cooperation and support in promoting a healthy and wellness-oriented environment within our hospital.

Sincerely,
[ Hospital Administrator's Name ]",Public Administrative,PUBLIC,generated,hospital gym and wellness facilities notice
"NOTICE TO ALL EMPLOYEES AND VISITORS

As part of our ongoing efforts to promote employee wellness and provide a healthy environment for all, we are pleased to announce the expansion of our hospital gym and wellness facilities. These state-of-the-art amenities will be available for use by hospital staff, visitors, and their families.

The new fitness center will feature a variety of exercise equipment, free weights, and cardio machines, as well as group fitness classes and personal training sessions. Additionally, we will offer access to on-site yoga and meditation studios, a nutrition counseling service, and a wellness program that includes health screenings and education workshops.

We encourage all employees to take advantage of these new facilities and participate in our wellness programs. We believe that a healthy workforce is essential to providing high-quality patient care, and we are committed to supporting the well-being of our staff members.

To ensure a safe and secure environment for use, please note the following:

* All users must be at least 18 years old.
* Guests and visitors are welcome, but must be accompanied by an authorized hospital employee at all times.
* Please respect shared equipment and facilities, and report any maintenance or repair issues to the facilities management team.

We will provide regular updates on our wellness programs and facility hours through our internal communication channels. If you have any questions or suggestions, please do not hesitate to reach out to the facilities management team.

Thank you for your cooperation and enthusiasm for this new initiative!

Sincerely,
[ Hospital Management ]",Public Administrative,PUBLIC,generated,hospital gym and wellness facilities notice
"NOTICE OF HOSPITAL GYM AND WELLNESS FACILITIES POLICIES AND PROCEDURES

The hospital's gym and wellness facilities are designed to provide a healthy and comfortable environment for all visitors, staff, and patients. To ensure a safe and enjoyable experience for everyone, the following policies and procedures will be strictly adhered to:

**Hours of Operation**

The gym and wellness facilities are open Monday through Friday from 6:00 AM to 8:00 PM, and on weekends from 7:00 AM to 5:00 PM. Please note that these hours may be subject to change without prior notice.

**Membership and Access**

Membership to the gym and wellness facilities is restricted to authorized hospital staff, patients, and their guests. Guests must be accompanied by a registered user at all times and are required to present a valid ID badge or proof of affiliation before accessing the facilities.

**Facility Rules**

* No food or drink is allowed in the fitness areas.
* Mobile phones must be silenced during exercise classes.
* Personal training sessions require advance booking and approval from the wellness department.
* All equipment must be cleaned and returned to its designated place after use.

**Security and Safety**

The gym and wellness facilities are equipped with CCTV cameras and security personnel on site during operating hours. Users are responsible for their own safety and well-being, and any incidents or accidents will be reported to the facility management team immediately.

By using the hospital's gym and wellness facilities, users acknowledge that they have read, understood, and agree to comply with these policies and procedures.

Please direct any questions or concerns regarding the gym and wellness facilities to the Wellness Department at [insert contact information].",Public Administrative,PUBLIC,generated,hospital gym and wellness facilities notice
"NOTICE TO ALL HOSPITAL EMPLOYEES AND PATIENTS

In accordance with hospital policy, we are pleased to announce the renovation and expansion of our gym and wellness facilities. The new state-of-the-art equipment and amenities will provide a safe and healthy environment for employees and patients alike.

The gym will be open to all eligible staff members during regular working hours, while patients will have access to the facilities through their scheduled rehabilitation programs or as part of their overall care plan. We encourage all hospital staff to take advantage of this amenity to improve their physical health and well-being.

New features of the expanded facility include:

- A range of cardio and strength-training equipment
- A fully equipped weight room with free weights and machines
- A dedicated yoga and Pilates studio
- A relaxation area with comfortable seating and calming atmosphere

We have also implemented enhanced security measures to ensure the privacy and confidentiality of all users. These measures include:

- Secure keycard access to the gym
- Surveillance cameras in common areas
- Trained staff on site during operating hours

Please note that a contract with our facilities management partner will be sent to all employees and patients for review and signature. This contract outlines the terms and conditions for use of the facility, including liability waivers and expectations for user conduct.

We look forward to providing this valuable resource to our community and hope you enjoy the new and improved gym and wellness facilities.",Public Administrative,PUBLIC,generated,hospital gym and wellness facilities notice
"NOTICE OF HOSPITAL GYM AND WELLNESS FACILITIES POLICY

In accordance with our hospital's commitment to providing a healthy and supportive environment for all employees, we are pleased to announce the expansion of our gym and wellness facilities.

The new fitness center will be open to all hospital staff members during regular working hours. The state-of-the-art equipment includes cardio machines, strength training devices, free weights, and group fitness classes.

To ensure a safe and respectful environment, we have established the following guidelines:

- Memberships are required for access to the facilities, which can be obtained through the Employee Benefits department.
- Hours of operation will be from 6:00 AM to 8:00 PM, Monday through Friday, and 7:00 AM to 5:00 PM on weekends.
- Personal belongings must be stored in lockers or designated areas outside the fitness area.
- Food and drink are permitted in designated eating areas only.
- Mobile phones and electronic devices must be silenced during class and group exercise sessions.

To promote employee well-being, we will also offer various wellness programs and workshops throughout the year. These may include stress management techniques, nutrition seminars, and health screenings.

We encourage all staff members to take advantage of these facilities and participate in our wellness initiatives. If you have any questions or suggestions regarding the gym and wellness facilities, please do not hesitate to contact the Employee Wellness department.

By joining the hospital community, we are committed to supporting each other's overall health and well-being.",Public Administrative,PUBLIC,generated,hospital gym and wellness facilities notice
"NOTICE TO ALL EMPLOYEES AND VISITORS

The hospital's gym and wellness facilities are open to all employees, patients, and their families. In accordance with our institutional policies, we require all users of these facilities to adhere to the following guidelines:

The gym and wellness facilities are designed to promote physical activity, relaxation, and overall well-being. To ensure a safe and enjoyable experience for all users, please be aware of the following rules and regulations:

* Hours of operation: The gym is open from 6:00 AM to 8:00 PM, Monday through Friday, and 7:00 AM to 5:00 PM on weekends.
* Membership and access: All hospital employees, patients, and their families are required to present a valid hospital identification badge or guest pass to gain access to the facilities.
* Equipment usage: Users are expected to follow all instructions provided by gym staff and to use equipment in accordance with manufacturer guidelines.
* Hygiene and cleanliness: Users are responsible for maintaining the cleanliness of the facilities and reporting any maintenance issues to gym staff promptly.
* Security: The gym is equipped with security cameras and monitors. Unauthorized access or misuse of facilities may result in disciplinary action.

We also offer a variety of wellness programs and services, including yoga classes, fitness workshops, and nutrition counseling. These programs are open to all users and can be scheduled through the hospital's employee assistance program.

If you have any questions or concerns about the gym and wellness facilities, please contact the gym staff or your supervisor. Your cooperation and adherence to these guidelines are greatly appreciated.

Sincerely,
[ Hospital Administration ]",Public Administrative,PUBLIC,generated,hospital gym and wellness facilities notice
"NOTICE TO HOSPITAL STAFF AND PATIENTS

As part of our ongoing efforts to promote a healthy lifestyle among our employees, patients, and visitors, we are pleased to announce the establishment of our hospital gym and wellness facilities. These state-of-the-art amenities are designed to provide a convenient and accessible space for individuals to engage in physical activity, relaxation, and wellness programs.

The hospital gym will be open to all hospital staff, patients, and their guests during designated hours. Memberships will not be required, but a valid hospital ID or visitor pass is necessary for entry.

Facilities include:

* State-of-the-art cardio and strength training equipment
* Group fitness classes, including yoga, Pilates, and aerobics
* A fully equipped weight room with free weights and resistance machines
* A meditation and relaxation lounge with calming music and aromatherapy
* Access to healthy snack and beverage options

In addition to the gym facilities, we are also offering a variety of wellness programs and services, including:

* Health screenings and risk assessments
* Nutrition counseling and cooking classes
* Mindfulness and stress-reduction workshops
* Referrals to local fitness professionals and wellness experts

We encourage all hospital staff and patients to take advantage of these resources and prioritize their physical and mental well-being. If you have any questions or would like more information, please contact our Wellness Department at [insert contact information].

By investing in the health and wellness of our community, we are committed to providing a supportive and healthy environment for everyone who walks through our doors.",Public Administrative,PUBLIC,generated,hospital gym and wellness facilities notice
"NOTICE OF HOSPITAL GYM AND WELLNESS FACILITIES USE POLICY

In accordance with our hospital's commitment to providing a healthy and supportive environment for all staff, we are pleased to announce the launch of our new gym and wellness facilities. These state-of-the-art amenities are designed to promote physical activity, stress reduction, and overall well-being among our dedicated healthcare professionals.

The gym is open to all hospital staff during operating hours, Monday through Friday, from 6:00 AM to 5:00 PM, and Saturday from 9:00 AM to 1:00 PM. Equipment usage is free of charge for staff members, and we encourage everyone to take advantage of this wonderful resource.

To ensure a safe and respectful environment, the following rules apply:

- Memberships must be renewed annually, and late renewals will incur a fee.
- Guests are allowed with prior permission from management only.
- Personal trainers can be booked in advance through our designated trainer portal.
- All equipment must be cleaned up after use.

Additionally, we would like to remind staff that our wellness program includes various workshops, seminars, and classes on nutrition, mindfulness, and stress management. These sessions will be announced through our internal communication channels, and attendance is highly encouraged.

Please note that the gym and wellness facilities are subject to regular maintenance and closures for special events or staff training. We appreciate your cooperation and look forward to a healthy and happy workforce.

If you have any questions or concerns, please do not hesitate to reach out to our Wellness Program Coordinator at [insert contact information].",Public Administrative,PUBLIC,generated,hospital gym and wellness facilities notice
"NOTICE TO ALL STAFF AND VISITORS OF [HOSPITAL NAME]

As part of our ongoing efforts to promote employee wellness and visitor comfort, we are pleased to announce the expansion and upgrade of our hospital gym and wellness facilities. The new fitness center will feature state-of-the-art equipment, including cardio machines, strength-training devices, and functional training tools.

In addition to the physical space, we have also introduced a variety of wellness programs and services aimed at supporting staff members' overall health and well-being. These include:

* A mindfulness room for relaxation and meditation
* A nutrition counseling service offering healthy meal planning and cooking classes
* A fitness program featuring regular group classes, workshops, and one-on-one sessions

To ensure the continued safety and security of our facilities, we will be implementing the following access controls:

* All staff members must present their hospital-issued ID badges to enter the gym and wellness areas.
* Visitors are required to sign in at the front desk and receive a temporary visitor badge prior to accessing these areas.

The new facilities will officially open on [DATE] and will be open from 6:00 AM to 8:00 PM, Monday through Friday. We encourage all staff members and visitors to take advantage of this excellent resource and join us in promoting a culture of wellness within our hospital community.

If you have any questions or would like more information about the new fitness center and wellness programs, please contact the Hospital Wellness Coordinator at [CONTACT INFORMATION].

Thank you for your understanding and cooperation.",Public Administrative,PUBLIC,generated,hospital gym and wellness facilities notice
"NOTICE TO ALL HOSPITAL EMPLOYEES AND VISITORS

The hospital's gym and wellness facilities will undergo routine maintenance on [Date] from 8am to 12pm. During this time, access to these areas will be restricted.

All fitness classes, personal training sessions, and group exercise programs will resume as scheduled after the maintenance period. Please note that some equipment may be unavailable temporarily, but we are working diligently to have them restored in a timely manner.

In order to maintain a clean and safe environment for all users, please follow these guidelines:

* Remove any personal belongings from lockers and dispose of trash properly
* Report any equipment damage or maintenance issues to the facilities management team immediately
* Refrain from using any areas that are closed due to maintenance

We would like to remind everyone that the gym and wellness facilities are for the exclusive use of hospital employees, patients, and their families. Visitors are not permitted to access these areas.

To ensure a smooth operation, please be advised of the following hours:

* Monday to Friday: 5am to 10pm
* Saturday and Sunday: 7am to 9pm

If you have any questions or concerns regarding the maintenance schedule or facility usage, please do not hesitate to contact our facilities management team. We appreciate your understanding and cooperation in maintaining a healthy and safe environment for all.

Thank you for your continued support.

Sincerely,
[Facilities Management Team]",Public Administrative,PUBLIC,generated,hospital gym and wellness facilities notice
"NOTICE TO ALL HOSPITAL STAFF AND VISITORS

As part of our ongoing commitment to promoting the physical and emotional well-being of our staff, patients, and visitors, we are pleased to announce the expansion and renovation of our hospital gym and wellness facilities.

The new facility will feature state-of-the-art equipment, including cardio machines, free weights, and strength-training equipment. Additionally, we have added a yoga studio, meditation room, and healthy snack bar to support holistic health and wellness initiatives.

All staff members are encouraged to take advantage of this resource to maintain a healthy work-life balance and reduce stress. We also invite patients and visitors to use the facilities during business hours.

To ensure a safe and enjoyable experience for all users, please note the following guidelines:

* Hours of operation: Monday-Friday 6am-8pm, Saturday-Sunday 7am-5pm
* Membership requirements: Staff ID card or valid visitor badge required for access
* Equipment usage: Users are responsible for their own supervision during use
* Cleanliness and maintenance: Users are expected to maintain a clean and tidy environment

We also invite interested staff members to participate in fitness classes and workshops offered through our wellness program. For more information, please visit our hospital website or contact the Wellness Department directly.

We look forward to welcoming you to our new gym and wellness facilities. If you have any questions or concerns, please do not hesitate to reach out to us.

Sincerely,
[Your Name]
Hospital Administration",Public Administrative,PUBLIC,generated,hospital gym and wellness facilities notice
"NOTICE TO ALL HOSPITAL STAFF AND PATIENTS

As part of our ongoing commitment to promoting the physical and emotional well-being of our staff and patients, we are pleased to announce the expansion and upgrade of our hospital gym and wellness facilities.

The new facility will feature state-of-the-art equipment, including cardio machines, free weights, and strength training apparatus. Additionally, we have added a meditation room, a relaxation lounge, and a fitness studio offering group exercise classes.

To support our staff in maintaining a healthy work-life balance, we are introducing a new wellness program, which includes on-site yoga classes, healthy snack options, and access to mental health resources.

We also want to emphasize the importance of taking regular breaks throughout the day to stretch and move. Our new ""Wellness Break"" initiative encourages staff to take at least 10 minutes each hour to stretch, move around, and rest their eyes.

In order to ensure a safe and enjoyable experience for all users, we ask that you follow these guidelines:

- Please wear comfortable clothing and shoes suitable for exercise.
- Remove any jewelry or loose items that may pose a risk during activity.
- Refrain from using electronic devices while exercising in the facility.
- Report any maintenance issues or equipment malfunctions to our facilities team immediately.

We are excited about this new development and look forward to seeing the positive impact it will have on our staff's health and well-being. If you have any questions or suggestions, please do not hesitate to reach out to our wellness department.

Sincerely,
[Hospital Administration]",Public Administrative,PUBLIC,generated,hospital gym and wellness facilities notice
"NOTICE: Hospital Gym and Wellness Facilities

As part of our commitment to promoting employee health and well-being, we are pleased to announce that our hospital's gym and wellness facilities are now open for use by all staff members.

The newly renovated fitness center is equipped with state-of-the-art equipment, including cardio machines, free weights, and strength training apparatus. The facility also features a group fitness studio, offering a variety of classes, including yoga, Pilates, and spinning.

In addition to the gym, we have expanded our wellness offerings to include a meditation room, a juice bar, and a healthy snack menu. Our fitness programs are designed to promote employee health and wellness, and we encourage all staff members to take advantage of these resources.

To ensure a safe and secure environment for all users, please note the following:

* Memberships will be available on a first-come, first-served basis.
* A limited number of guests are allowed per visit.
* Lockers and personal belongings must be kept secure at all times.
* Mobile devices and headphones must be turned off during group fitness classes.

We are excited to offer these new amenities as part of our employee benefits package. If you have any questions or would like more information, please do not hesitate to contact the facilities management team.

Hours of operation:
Monday - Friday: 5am - 9pm
Saturday and Sunday: 7am - 6pm

We look forward to seeing you in the gym!

Sincerely,
Facilities Management Team",Public Administrative,PUBLIC,generated,hospital gym and wellness facilities notice
"Staff Canteen Price List

The following menu items are available for purchase in the staff canteen:

**Breakfast Items**

* Tea or Coffee: £1.20
* Toast with Butter/ Jam: £1.50
* Scrambled Eggs: £2.00
* Bacon and Sausage Roll: £2.20

**Lunch Items**

* Sandwich (Ham and Cheese, Turkey, or Veggie): £3.50
* Soup of the Day: £2.80
* Salad with choice of dressing: £3.20
* Hot Meal of the Day: £4.00

**Snacks and Refreshments**

* Fresh Fruit Salad: £1.80
* Biscuits or Cookies: £0.60
* Tea or Coffee: £1.20
* Soft Drinks (e.g. Coke, Fanta): £1.40
* Bottled Water: £0.50

**Desserts and Treats**

* Cake of the Day: £2.00
* Chocolate Brownie: £1.80
* Ice Cream: £2.20

**Special Offers**

* 10% discount for staff who pay by cash
* Free tea or coffee with purchase of a hot meal on weekdays between 12pm-2pm
* Loyalty card scheme available, see canteen staff for details

Please note that prices are subject to change and may vary depending on supplier availability.",Public Administrative,PUBLIC,generated,staff canteen price list
"Staff Canteen Price List

The following prices are effective as of [Date] and are subject to change.

**Beverages**

* Tea (hot or cold): $1.50
* Coffee (hot or cold): $2.00
* Fresh juice: $3.25
* Soft drinks (various flavors): $2.75
* Bottled water: $2.00

**Food**

* Sandwiches (assorted fillings): $6.95
* Wraps (chicken, beef, or veggie): $7.50
* Salads (garden or Caesar): $8.25
* Soups (daily selection): $5.95
* Fruits and yogurts: $4.50

**Snacks**

* Chips (assorted flavors): $3.00
* Popcorn: $2.75
* Cookies (assorted types): $1.95
* Granola bars: $2.50

**Specials**

* Daily soup and sandwich combo: $9.95
* Lunch special (sandwich, side salad, and drink): $10.95

**Dietary Options**

* Gluten-free bread available upon request
* Vegetarian options marked on menu board

**Payment Methods**

* Cash only
* Credit cards accepted with a 3% processing fee

**Hours of Operation**

* Monday to Friday: 7:30 am - 4:00 pm
* Saturday and Sunday: 9:00 am - 3:00 pm

Please note that menu items and prices are subject to change without notice.",Public Administrative,PUBLIC,generated,staff canteen price list
"Staff Canteen Price List

The following prices are effective as of [Date] and are subject to change without notice.

**Breakfast Menu**

* Tea or Coffee: £1.20
* Toast with Spread: £2.00
* Full English Breakfast: £4.50
* Yogurt Parfait: £3.20
* Fresh Fruit Salad: £2.80

**Lunch Menu**

* Sandwich (Turkey and Cheese): £5.60
* Soup of the Day: £4.00
* Chicken Wrap: £6.40
* Vegetarian Quiche: £5.20
* Salad with Choice of Dressing: £4.50

**Snacks and Beverages**

* Bottled Water: £1.50
* Juice (Fruit or Cranberry): £2.00
* Soda (Cola, Lemon-Lime, or Root Beer): £2.40
* Biscuits (Assorted Flavors): £1.80

**Specials and Promotions**

* Monday - 10% off all breakfast items
* Wednesday - Buy One Get One Free on sandwiches
* Friday - 15% off all drinks and snacks

**Payment Options**

All payments must be made by cash, credit card, or debit card. We accept major credit cards (Visa, Mastercard, Amex) and most debit cards.

**Note**

Please note that prices are subject to change without notice. All items are prepared in a clean and sanitary environment.",Public Administrative,PUBLIC,generated,staff canteen price list
"Staff Canteen Price List

The following prices are applicable to all staff members for food and beverages served at the hospital canteen:

**Beverages**

* Tea: £0.50 per cup
* Coffee: £0.60 per cup
* Juice (orange, apple, or grapefruit): £1.20 per serving
* Soda (cola, lemon-lime, or ginger ale): £1.00 per serving
* Water: £0.25 per bottle

**Breakfast Options**

* Toast with jam and butter: £2.50 per serving
* Cereal with milk: £3.00 per serving
* Scrambled eggs with toast: £4.00 per serving
* Bagel with cream cheese: £3.20 per serving

**Sandwiches and Wraps**

* Ham and cheese sandwich: £4.80 per serving
* Turkey and avocado wrap: £5.50 per serving
* Chicken Caesar salad wrap: £6.20 per serving

**Snacks**

* Fresh fruit cup: £2.00 per serving
* Yogurt parfait: £3.50 per serving
* Granola bar: £2.80 per serving

**Special Deals**

* Daily lunch special ( sandwich, chips, and drink): £7.99 per serving
* Weekly breakfast buffet ( Fri-Sun): £15.00 per person",Public Administrative,PUBLIC,generated,staff canteen price list
"Staff Canteen Price List

Effective Date: March 2023

Our staff canteen is committed to providing a convenient and affordable meal option for all hospital employees. Below is the current price list, which is subject to change without notice.

**Breakfast Options**

* Pastry or muffin: $2.50
* Cereal with milk: $3.00
* Fresh fruit cup: $3.25
* Breakfast sandwich (baked goods and cheese): $4.50

**Lunch Options**

* Sandwich, salad, and drink: $8.75
* Soup and roll: $7.50
* Pasta or rice bowl with drink: $9.00
* Grilled chicken wrap: $10.25

**Snacks**

* Fresh fruit cup: $2.50
* Granola bar: $3.00
* Yogurt parfait: $4.00

**Beverages**

* Soft drinks (soda, juice, and water): $2.50-$3.50
* Coffee or tea: $1.75
* Bottled water: $3.00

**Special Deals**

* 10% discount for employees with a valid hospital staff ID card
* Free drink with purchase of lunch or dinner on Fridays during off-peak hours
* Senior staff members (over 5 years of service) receive an additional 5% discount

Please note that prices are subject to change and may vary based on seasonal menu offerings. Our canteen team is committed to providing healthy, delicious options for our employees.",Public Administrative,PUBLIC,generated,staff canteen price list
"Staff Canteen Price List

The following prices are effective from [Date] and are subject to change.

**Beverages**

* Tea (hot): £0.50
* Coffee (hot): £0.75
* Filter coffee: £1.00
* Freshly squeezed juice (orange, apple, or grapefruit): £2.00
* Bottled water (500ml): £1.25
* Soft drinks (coca-cola, diet coke, fanta): £1.50

**Food**

* Sandwiches (ham and cheese, turkey and avocado, vegetarian options): £3.75
* Wraps (chicken, beef, or veggie): £4.00
* Soups (cup or bowl): £2.50 - £3.25
* Salads (mixed greens with various toppings): £4.50 - £5.25
* Fresh fruit platter: £3.00

**Snacks**

* Crisps (various flavors): £1.00
* Chocolate bars (snack size): £0.75
* Granola bars: £1.25
* Baked goods (muffins, scones, cakes): £2.00 - £3.00

**Specials**

* Daily soup and sandwich deal: £5.50
* Lunch special (sandwich, side salad, and drink): £7.00

**Notes**

* Prices include VAT.
* A 10% discount is available for staff who pay by direct debit.
* The canteen accepts cash, card payments, and mobile payments.
* Menu items are subject to change based on seasonal availability and supplier contracts.

Please note that prices may vary during special events or holidays.",Public Administrative,PUBLIC,generated,staff canteen price list
"Staff Canteen Price List

The following menu items are available for purchase in the staff canteen. Prices are subject to change without notice.

**Beverages**

* Tea: £0.50 per cup
* Coffee: £0.60 per cup
* Juice (freshly squeezed): £1.20 per glass
* Bottled water: £0.80 per bottle

**Snacks**

* Sandwiches (various fillings): £2.50 each
* Fresh fruit salad: £1.80 per serving
* Chips and crisps: £1.00 per bag
* Baked goods (cakes, pastries, etc.): £1.20 each

**Hot Meals**

* Soup of the day: £3.00 per bowl
* Main course meal (e.g. pasta, chicken, etc.): £4.50 per serving
* Salad with protein option: £4.20 per serving

**Special Offers**

* 10% discount for staff members purchasing a hot meal and a drink together
* 5% discount for staff members purchasing five or more items from the canteen menu on the same day

**Payment Terms**

* All payments are accepted by card (Visa, Mastercard, Amex) or cash.
* A surcharge of £0.50 will be applied to all card transactions.

We hope this price list is helpful in planning your meals. Please note that prices may change over time, and we reserve the right to modify the menu at any time.",Public Administrative,PUBLIC,generated,staff canteen price list
